"","gene","DDcategory","Clusters.combined","Clusters.c1","Clusters.c2","nonzero.pvalue","nonzero.pvalue.adj","zero.pvalue","zero.pvalue.adj","combined.pvalue","combined.pvalue.adj"
"YGL005C","YGL005C","NS",1,2,1,0.348807231178998,0.999395400003608,0.558859386453417,0.999876213385855,0.513669779615635,0.999697018279889
"YGL002W","YGL002W","NS",1,1,1,0.499444684633589,0.999395400003608,0.639905753170619,0.999876213385855,0.684160125978868,0.999697018279889
"YGR008C","YGR008C","NS",1,1,1,0.360293218504723,0.999395400003608,0.925485433827144,0.999876213385855,0.69966132548132,0.999697018279889
"YGR019W","YGR019W","NS",1,1,1,0.683725623936873,0.999395400003608,0.376434773036511,0.999876213385855,0.606693991577853,0.999697018279889
"YGR027C","YGR027C","NS",1,1,1,0.565897856303434,0.999395400003608,0.529044860682691,0.999876213385855,0.660451192399209,0.999697018279889
"YGR034W","YGR034W","NS",1,1,1,0.989148651090089,0.999395400003608,0.157134520595857,0.999876213385855,0.444771122552113,0.999697018279889
"YGR037C","YGR037C","NS",1,1,1,0.00354140078456899,0.999395400003608,0.00398287941250438,0.684351950729149,0.000171643170370903,0.141433972385624
"YGR043C","YGR043C","NS",1,1,1,0.00571673059820077,0.999395400003608,0.0355603515040485,0.914742715102354,0.00193142436085159,0.791726453406668
"YGR049W","YGR049W","NS",1,1,1,0.665046278718734,0.999395400003608,0.756084290327397,0.999876213385855,0.848527920500609,0.999697018279889
"YGR060W","YGR060W","NS",1,1,1,0.809046705002765,0.999395400003608,0.916967540192453,0.999876213385855,0.963378345111456,0.999697018279889
"YGR085C","YGR085C","NS",1,1,1,0.494290688955304,0.999395400003608,0.273313528116568,0.999876213385855,0.405527736390608,0.999697018279889
"YGR086C","YGR086C","NS",1,1,1,0.999506430847843,0.999807492342321,0.391349327102827,0.999876213385855,0.758314277225666,0.999697018279889
"YGR087C","YGR087C","NS",1,1,1,0.435381398391404,0.999395400003608,0.474653977240933,0.999876213385855,0.532489685140692,0.999697018279889
"YGR088W","YGR088W","NS",1,1,1,0.0352322951212127,0.999395400003608,0.889593854565873,0.999876213385855,0.139874459531047,0.999697018279889
"YGR102C","YGR102C","NS",1,1,1,0.856654726532264,0.999395400003608,0.372979727696426,0.999876213385855,0.684065802282465,0.999697018279889
"YGR105W","YGR105W","NS",1,2,1,0.0190497778780903,0.999395400003608,0.778109624913188,0.999876213385855,0.0772504029823509,0.999697018279889
"YGR106C","YGR106C","NS",1,1,1,0.526060968923647,0.999395400003608,0.91351277962496,0.999876213385855,0.832718404926664,0.999697018279889
"YGR110W","YGR110W","NS",1,1,1,0.722233560535225,0.999395400003608,0.778181035735063,0.999876213385855,0.885870826703367,0.999697018279889
